date,action,name,rate,target
Nov-06-18,Reiterated,Imperial Capital,Outperform,$91 to $74
Jan-31-19,Reiterated,Imperial Capital,Outperform,$74 to $76
Feb-20-19,Reiterated,Imperial Capital,Outperform,$76 to $79
May-02-19,Reiterated,Cowen,Outperform,$70 to $68
