date,action,name,rate,target
Jan-03-19,Resumed,Citigroup,Neutral,$120
Jan-04-19,Downgrade,RBC Capital Mkts,Outperform to Sector Perform,
Feb-22-19,Upgrade,JP Morgan,Neutral to Overweight,$132
May-10-19,Initiated,Seaport Global Securities,Neutral,
