date,action,name,rate,target
Nov-14-18,Initiated,Goldman,Neutral,$44
Nov-20-18,Initiated,RBC Capital Mkts,Sector Perform,$46
Feb-20-19,Downgrade,BofA/Merrill,Buy to Underperform,$45 to $36
May-08-19,Downgrade,Buckingham Research,Buy to Neutral,$53
