date,title,source
Oct-17-18,John Rogers Comments on Jones Lang LaSalle,GuruFocus.com
Oct-17-18,John Rogers' 3rd Quarter Ariel Fund Investor Commentary,GuruFocus.com
Oct-18-18,Downtown Orlando's (retail) shopping list: 9 things business people want here,American City Business Journals
Oct-19-18,JP Morgan's Jamie Dimon makes his biggest bet on Silicon Valley with new 'fintech campus',CNBC
Oct-24-18,Phoenix a top secondary market for office absorption,American City Business Journals
Oct-25-18,"Report: Developing Opportunities within Allscripts Healthcare Solutions, Jones Lang LaSalle, VOXX International, Wolverine World Wide, Verso, and Zoe's Kitchen  Future Expectations, Projections Moving into 2018",GlobeNewswire
Nov-01-18,Will it be townhomes or soccer fields on former McDonald's Oak Brook site?,American City Business Journals
Nov-01-18,LaSalle to Enter U.S. Real Estate Debt Sector with Acquisition of Latitude Management Real Estate Investors,PR Newswire
Nov-05-18,Jones Lang LaSalle's Subsidiary Bags Bridge Lender for $1.2B,Zacks
Nov-05-18,"Deals of the week: Goodyear shopping center, Phoenix offices change hands",American City Business Journals
Nov-06-18,Jones Lang LaSalle Inc (JLL) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Nov-06-18,Jones Lang LaSalle (JLL) Q3 Earnings and Revenues Surpass Estimates,Zacks
Nov-06-18,Jones Lang LaSalle: 3Q Earnings Snapshot,Associated Press
Nov-06-18,JLL Reports Record Third-Quarter 2018 Results,PR Newswire
Nov-07-18,"All this 500,000-square-foot Berkeley biotech project needs is a developer",American City Business Journals
Nov-08-18,Site selector: Dallas never had a chance to win HQ2,American City Business Journals
Nov-08-18,Jones Lang LaSalle (JLL) Stock Soars on Q3 Earnings Beat,Zacks
Nov-08-18,"LaSalle Announces the Launch of LaSalle Global Partner Solutions, Following Completion of the Acquisition of REMM from Aviva Investors",PR Newswire
Nov-09-18,TransitScreen is going mobile  but not for everyone,American City Business Journals
Nov-09-18,JLL vs. RMAX: Which Stock Should Value Investors Buy Now?,Zacks
Nov-13-18,5 Cheap GARP Picks With Discounted PEG,Zacks
Nov-14-18,LaSalle becomes sole Manager of Encore+,PR Newswire
Nov-15-18,Tampa industrial brokers jump from JLL to Colliers,American City Business Journals
Nov-19-18,"JLL appoints IBM leader Sanjay Rishi as Americas CEO, Corporate Solutions",PR Newswire
Nov-19-18,Edited Transcript of JLL earnings conference call or presentation 6-Nov-18 2:00pm GMT,Thomson Reuters StreetEvents
Nov-20-18,Report: Phoenix among least expensive cities to operate an office,American City Business Journals
Nov-20-18,Edited Transcript of JLL earnings conference call or presentation 6-Nov-18 2:00pm GMT,Thomson Reuters StreetEvents
Nov-20-18,DWS Group partners with real estate tech startup Skyline AI,Reuters
Nov-20-18,5 Value Picks to Guard Your Portfolio in a Capricious Market,Zacks
Nov-23-18,What Does Jones Lang LaSalle Incorporateds (NYSE:JLL) P/E Ratio Tell You?,Simply Wall St.
Nov-26-18,Here's how much space WeWork reportedly wants inside SunTrust Center,American City Business Journals
Nov-26-18,Advisory firm relocating headquarters to Richardson,American City Business Journals
Nov-26-18,JLL Appoints Matthew Carter to its Board of Directors,PR Newswire
Nov-27-18,Exclusive: Office leasing team named for 100K SF Heights re-use project,American City Business Journals
Nov-27-18,JLL vs. RMAX: Which Stock Should Value Investors Buy Now?,Zacks
Nov-28-18,Financial tech company doubles Frisco offices in Hall Park,American City Business Journals
Nov-28-18,JLL named Asia Pacific Facilities Management Company of the Year by Frost & Sullivan,PR Newswire
Nov-30-18,Should Jones Lang LaSalle Incorporateds (NYSE:JLL) Recent Earnings Decline Worry You?,Simply Wall St.
Dec-03-18,JLL achieves Management Top 250 ranking for second consecutive year,PR Newswire
Dec-03-18,Taking A Look At Jones Lang LaSalle Incorporateds (NYSE:JLL) ROE,Simply Wall St.
Dec-03-18,Exclusive: Renovations slated for 105-year-old downtown Orlando building; nightclub to shutter,American City Business Journals
Dec-03-18,Bridgestone sells Broadway development site with high-rise potential,American City Business Journals
Dec-04-18,"Research Report Identifies Starbucks, Jones Lang LaSalle, Univar, Conduent, Twilio, and Advanced Drainage with Renewed Outlook  Fundamental Analysis, Calculating Forward Movement",GlobeNewswire
Dec-04-18,"13 Triad office buildings  835,000 square feet  go up for auction today",American City Business Journals
Dec-06-18,St. Joe to Form JV for Busy Bee Store in Panama City Beach,Zacks
Dec-10-18,Sears Seeks Offers on Stores Lampert Needs for Turnaround,Bloomberg
Dec-10-18,JLL named Most JUST Company in real estate for third straight year,PR Newswire
Dec-13-18,JLL on the hunt for bigger space in downtown Orlando,American City Business Journals
Dec-13-18,[$$] Fund projects with a levy on surrounding land,Financial Times
Dec-18-18,5 Real Estate Stocks Gurus are Buying,GuruFocus.com
Dec-19-18,Why this Orlando boutique real estate firm was hired away by JLL,American City Business Journals
Dec-19-18,5 Reasons to Buy CBRE Group (CBRE) Stock Right Now,Zacks
Dec-21-18,St. Joe (JOE) Plans Residential Community in Brannonville,Zacks
Dec-21-18,Safeguard Your Portfolio in a Volatile Market: 5 Value Picks,Zacks
Dec-24-18,JLL vs. RMAX: Which Stock Is the Better Value Option?,Zacks
Dec-24-18,Jones Lang LaSalle Incorporated (NYSE:JLL) Insiders Have Been Selling,Simply Wall St.
Dec-31-18,Top Ranked Growth Stocks to Buy for December 31st,Zacks
Jan-07-19,JLL recognized again for diversity by BLACK ENTERPRISE magazine,PR Newswire
Jan-07-19,Deals Day: Boutique residential development to be built near busy Richardson intersection,American City Business Journals
Jan-08-19,New Intermodal Rail Yard Aims To Boost Freight Flow From GCT's New Jersey Terminal,Benzinga
