date,action,name,rate,target
Dec-31-18,Resumed,B. Riley FBR,Buy,$22
Jan-18-19,Initiated,Robert W. Baird,Outperform,$20
Apr-15-19,Initiated,SVB Leerink,Mkt Perform,$11
