date,action,name,rate,target
Oct-23-18,Upgrade,B. Riley FBR,Neutral to Buy,$126
Oct-23-18,Reiterated,Lake Street,Buy,$139 to $124
Oct-26-18,Upgrade,Raymond James,Mkt Perform to Strong Buy,
