date,action,name,rate,target
Feb-01-19,Downgrade,CapitalOne,Overweight to Equal Weight,
Apr-16-19,Downgrade,Raymond James,Strong Buy to Outperform,
May-28-19,Resumed,Citigroup,Buy,
