date,action,name,rate,target
Nov-29-18,Reiterated,Cowen,Market Perform,$44 to $42
Dec-04-18,Reiterated,Craig Hallum,Buy,$47 to $44
Jan-31-19,Downgrade,Craig Hallum,Buy to Hold,$44 to $38
