date,action,name,rate,target
Nov-09-18,Upgrade,Piper Jaffray,Underweight to Neutral,
Dec-03-18,Upgrade,RBC Capital Mkts,Sector Perform to Outperform,
Feb-22-19,Upgrade,Jefferies,Hold to Buy,$11
