date,action,name,rate,target
Oct-30-18,Downgrade,Morgan Stanley,Equal-Weight to Underweight,
Nov-12-18,Reiterated,B. Riley FBR,Buy,$23 to $21
Nov-16-18,Downgrade,Jefferies,Hold to Underperform,
Dec-03-18,Upgrade,Wells Fargo,Underperform to Outperform,
Apr-03-19,Downgrade,RBC Capital Mkts,Sector Perform to Underperform,$8
