date,action,name,rate,target
Jan-07-19,Initiated,Jefferies,Buy,$92
Feb-08-19,Downgrade,Stephens,Overweight to Equal-Weight,
May-07-19,Downgrade,William Blair,Outperform to Mkt Perform,
