date,action,name,rate,target
Nov-02-18,Reiterated,BofA/Merrill,Buy,$113 to $110
Dec-11-18,Upgrade,Edward Jones,Sell to Hold,
Jan-15-19,Initiated,Compass Point,Buy,$114
