date,action,name,rate,target
Oct-24-18,Upgrade,BofA/Merrill,Neutral to Buy,
Feb-13-19,Initiated,Seaport Global Securities,Buy,
Feb-19-19,Initiated,JP Morgan,Overweight,$112
Apr-25-19,Upgrade,Stephens,Equal-Weight to Overweight,
Apr-26-19,Downgrade,BofA/Merrill,Buy to Neutral,$102 to $115
