date,action,name,rate,target
Nov-27-18,Downgrade,BofA/Merrill,Buy to Neutral,
Jan-07-19,Downgrade,Guggenheim,Buy to Neutral,
Apr-08-19,Downgrade,Goldman,Neutral to Sell,$39 to $37
Jun-17-19,Initiated,Mizuho,Neutral,$43.50
