date,action,name,rate,target
Oct-23-18,Resumed,BofA/Merrill,Buy,$84
Oct-24-18,Upgrade,Atlantic Equities,Neutral to Overweight,
Dec-07-18,Initiated,Credit Suisse,Neutral,$70
Mar-15-19,Initiated,Exane BNP Paribas,Neutral,$66
