date,title,source
Oct-30-18,CenterState Bank Corporation (NASDAQ:CSFL) Investors Are Paying Above The Intrinsic Value,Simply Wall St.
Nov-01-18,Edited Transcript of CSFL earnings conference call or presentation 31-Oct-18 6:00pm GMT,Thomson Reuters StreetEvents
Nov-09-18,Edited Transcript of CSFL earnings conference call or presentation 31-Oct-18 6:00pm GMT,Thomson Reuters StreetEvents
Nov-15-18,"Exclusive: St. Petersburg firm to open downtown Orlando office, add jobs",American City Business Journals
Nov-21-18,"Florida banks increase lending, profits in Q3",American City Business Journals
Nov-26-18,ALERT: Rowley Law PLLC is Investigating Proposed Acquisition of National Commerce Corporation,PR Newswire
Nov-26-18,CenterState continues acquisition streak with $850 million Birmingham bank deal,American City Business Journals
Nov-26-18,Florida banking company to acquire National Commerce Corp.,American City Business Journals
Nov-26-18,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Notifies Investors of an Investigation Regarding Whether the Sale of National Commerce Corporation to CenterState Bank Corporation is Fair to Shareholders",GlobeNewswire
Nov-26-18,"CenterState Bank to acquire National Commerce, reshaping Atlanta banking",American City Business Journals
Nov-26-18,"CenterState Bank to buy National Commerce for 5.1% premium, in a $850 million deal",MarketWatch
Nov-26-18,CenterState Bank Corporation Announces Acquisition of National Commerce Corporation,PR Newswire
