date,title,source
Oct-30-18,"KCAP Financial, Inc. to Report Third Quarter 2018 Financial Results on November 6th 2018; Conference Call Scheduled",GlobeNewswire
Nov-06-18,KCAP Financial: 3Q Earnings Snapshot,Associated Press
Nov-06-18,"KCAP Financial, Inc. Announces Third Quarter 2018 Financial Results",GlobeNewswire
Nov-09-18,"KCAP Financial, Inc. Announces Sale of Wholly-Owned Asset Management Subsidiaries",GlobeNewswire
Nov-23-18,"Report: Exploring Fundamental Drivers Behind Harvard Bioscience, TTM Technologies, BSQUARE, United Therapeutics, KCAP Financial, and Gladstone Capital  New Horizons, Emerging Trends, and Upcoming Developments",GlobeNewswire
Dec-04-18,[$$] SEC Settles With Business-Development Company KCAP,The Wall Street Journal
Dec-12-18,"KCAP Financial, Inc. Announces Quarterly Distribution",GlobeNewswire
Dec-17-18,[$$] KCAP Financial to Be Externally Managed by BC Partners Affiliate,The Wall Street Journal
Dec-17-18,"KCAP Financial, Inc. Announces an External Management Agreement with Private Equity Firm BC Partners",GlobeNewswire
Dec-31-18,Top Ranked Momentum Stocks to Buy for December 31st,Zacks
Feb-20-19,"KCAP Financial, Inc. to Report Full Year 2018 Financial Results on February 26th 2019; Conference Call Scheduled",GlobeNewswire
Feb-26-19,"KCAP Financial, Inc. Announces Full Year 2018 Financial Results",GlobeNewswire
Feb-28-19,Edited Transcript of KCAP earnings conference call or presentation 27-Feb-19 2:00pm GMT,Thomson Reuters StreetEvents
Mar-04-19,"KCAP Financial, Inc. Announces Preliminary Record Date and Preliminary Payment Date for $0.67 Per Share Stockholder Payment from an Affiliate of BC Partners Advisors L.P.",GlobeNewswire
Mar-04-19,Edited Transcript of KCAP earnings conference call or presentation 27-Feb-19 2:00pm GMT,Thomson Reuters StreetEvents
Mar-05-19,Edited Transcript of KCAP earnings conference call or presentation 27-Feb-19 2:00pm GMT,Thomson Reuters StreetEvents
Mar-20-19,"KCAP Financial, Inc. Announces Quarterly Distribution",GlobeNewswire
Mar-28-19,"KCAP Financial, Inc. Announces Expected Name Change to Portman Ridge Finance Corporation in Connection With Externalization Transaction Closing",GlobeNewswire
