date,title,source
Oct-17-18,What Stocks are on the Marijuana Index?,Investopedia
Oct-18-18,5 U.S. Marijuana Stocks to Buy Before the Market Lights Up,InvestorPlace
Oct-31-18,7 U.S. Marijuana Stocks to Buy for the Midterm Elections,InvestorPlace
Nov-07-18,Innovative Industrial Properties Reports Third Quarter 2018 Results,Business Wire
Nov-08-18,Better Marijuana Stock: Canopy Growth Corporation vs. Innovative Industrial Properties Inc.,Motley Fool
Nov-09-18,Better Marijuana Stock: The Green Organic Dutchman vs. Innovative Industrial Properties,Motley Fool
Nov-13-18,"Recent Analysis Shows WPX Energy, Verizon Communications, Innovative Industrial Properties, Foamix Pharmaceuticals, O2Micro International, and Investment Technology Group Market Influences  Renewed Outlook, Key Drivers of Growth",GlobeNewswire
Nov-14-18,4 Marijuana Stocks To Watch As Cannabis Market Realizes Global Expansion,ACCESSWIRE
Nov-15-18,4 Marijuana Stocks Leading Thursday's Bull Charge,ACCESSWIRE
Nov-16-18,10 Top-Rated Financial Stocks to Bank On,InvestorPlace
Nov-19-18,This Marijuana Stock Just Produced a Legit Profit,Motley Fool
Nov-19-18,4 Pot Stocks That Have Grabbed Investor Interest After Latest News,ACCESSWIRE
Nov-20-18,4 Marijuana Stocks That Could Test New Highs This week,ACCESSWIRE
Nov-21-18,A New Trend In Marijuana Has Investors Looking At These Pot Stocks,ACCESSWIRE
Nov-23-18,Legal Pot Shops & Likely IPOs: Is Hemp the Next Big Thing?,Zacks
