date,action,name,rate,target
Nov-12-18,Reiterated,Cowen,Outperform,$47 to $29
Mar-11-19,Downgrade,KeyBanc Capital Markets,Overweight to Sector Weight,
Mar-22-19,Downgrade,Buckingham Research,Buy to Neutral,$32 to $26
