date,action,name,rate,target
Oct-26-18,Reiterated,Pivotal Research Group,Hold,$94 to $97
Dec-06-18,Upgrade,Pivotal Research Group,Hold to Buy,$97 to $107
Jan-10-19,Downgrade,Needham,Buy to Hold,
