date,action,name,rate,target
Jan-22-19,Initiated,CLSA,Buy,
Mar-18-19,Downgrade,Morgan Stanley,Equal-Weight to Underweight,
Apr-30-19,Downgrade,JP Morgan,Overweight to Neutral,
