date,title,source
Oct-17-18,"In the League of Extraordinary Investors, He's the Most Extraordinary",Motley Fool
Oct-18-18,The Trade Desk Ranks #2 on FORTUNEs 2018 Best Medium Workplace List,Business Wire
Oct-19-18,The Trade Desk Announces Date of Third Quarter 2018 Financial Results and Conference Call,Business Wire
Oct-22-18,Cramer's lightning round: I think Dropbox's stock is 'trying to bottom',CNBC
Oct-24-18,"Factors of Influence in 2018, Key Indicators and Opportunity within YRC Worldwide, NRG Energy, TESARO, The Trade Desk, Foot Locker, and Hertz Global  New Research Emphasizes Economic Growth",GlobeNewswire
Oct-25-18,trivago (TRVG) in Focus: Stock Moves 11.1% Higher,Zacks
Oct-25-18,Why the Earnings Surprise Streak Could Continue for The Trade Desk (TTD),Zacks
Oct-25-18,Is The Trade Desk (TTD) Stock Outpacing Its Computer and Technology Peers This Year?,Zacks
Oct-29-18,"1 Extraordinary Investor, Plus a 5-Stock Sampler Annual Check-In",Motley Fool
Nov-05-18,What's in Store for ANGI Homeservices (ANGI) Q3 Earnings?,Zacks
Nov-05-18,Trade Desk (TTD) to Report Q3 Earnings: What's in the Cards?,Zacks
Nov-06-18,Will The Trade Desk Continue Its High-Flying Ways When It Reports Earnings?,Motley Fool
Nov-08-18,"The Trade Desk, Inc. (TTD) Q3 2018 Earnings Conference Call Transcript",Motley Fool
Nov-08-18,The Trade Desk Grows Even as Wall Street Yawns,Motley Fool
Nov-08-18,The Trade Desk (TTD) Q3 Earnings and Revenues Surpass Estimates,Zacks
Nov-08-18,The Trade Desk: 3Q Earnings Snapshot,Associated Press
Nov-08-18,"Trade Desk Stock Falls As Earnings Beat, Guidance Edges By Estimates",Investor's Business Daily
Nov-08-18,Trade Desk stock falls 13% after company's Q3 earnings,MarketWatch
Nov-08-18,Ad tech firm Trade Desk's revenue beats on international growth,Reuters
Nov-08-18,The Trade Desk Reports Third Quarter Financial Results,Business Wire
