date,action,name,rate,target
Dec-03-18,Initiated,BofA/Merrill,Neutral,$7
Jan-16-19,Downgrade,CapitalOne,Overweight to Equal Weight,
Mar-14-19,Upgrade,Citigroup,Neutral to Buy,
