date,action,name,rate,target
Oct-31-18,Upgrade,Raymond James,Mkt Perform to Outperform,
Nov-09-18,Upgrade,Keefe Bruyette,Mkt Perform to Outperform,
Nov-12-18,Upgrade,Morgan Stanley,Equal-Weight to Overweight,
