date,action,name,rate,target
Jan-03-19,Upgrade,Stephens,Underweight to Equal-Weight,
Jan-24-19,Upgrade,Oppenheimer,Perform to Outperform,$43
Jan-30-19,Upgrade,BofA/Merrill,Neutral to Buy,
Feb-14-19,Upgrade,Goldman,Neutral to Buy,$38
