date,title,source
Oct-17-18,Refiners' Good Times Keep Rolling,Morningstar
Oct-19-18,HollyFrontier Is Still Correcting Its Big Gains So Exercise Patience for Now,TheStreet.com
Oct-19-18,What the Permian Oil Boom Looks Like,Bloomberg
Oct-19-18,"Jim Cramer Shares His Thoughts On Amarin, AT&T, McDonald's And More",Benzinga
Oct-22-18,These 7 Stocks Are Ready to Change Direction,TheStreet.com
Oct-23-18,Should You Be Tempted To Buy HollyFrontier Corporation (NYSE:HFC) Because Of Its PE Ratio?,Simply Wall St.
Oct-24-18,HollyFrontier (HFC) Q3 Earnings Preview: What to Watch Ahead of the Release,Zacks
Oct-29-18,HollyFrontier (HFC) to Report Q3 Earnings: Factors at Play,Zacks
Oct-30-18,"Energy Stock Earnings Lineup for Oct 31: APA, NFX & More",Zacks
Oct-31-18,Edited Transcript of HFC earnings conference call or presentation 31-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Oct-31-18,HollyFrontier Corp (HFC) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Oct-31-18,This 9% Yield Stock's Days Could be Numbered,Motley Fool
Oct-31-18,"HollyFrontier (HFC) Q3 Earnings Beat, Refining Margins Up",Zacks
Oct-31-18,HollyFrontier (HFC) Tops Q3 Earnings and Revenue Estimates,Zacks
Oct-31-18,HollyFrontier: 3Q Earnings Snapshot,Associated Press
Oct-31-18,HollyFrontier Corporation Reports Quarterly Results,Business Wire
Nov-01-18,Edited Transcript of HFC earnings conference call or presentation 31-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Nov-02-18,"With $1 Billion in Buybacks Coming, Is It Time to Buy This Oil Stock?",Motley Fool
Nov-07-18,HollyFrontier Corporation Announces Regular Cash Dividend,Business Wire
Nov-08-18,"Report: Exploring Fundamental Drivers Behind Entergy, BLACKLINE INC, HollyFrontier, Hill-Rom, Apache, and Halozyme Therapeutics  New Horizons, Emerging Trends, and Upcoming Developments",GlobeNewswire
Nov-13-18,[$$] One Equity Selling Sonneborn to HollyFrontier for $655 Million,The Wall Street Journal
Nov-13-18,HollyFrontier to buy Sonneborn for $655 million,Reuters
Nov-13-18,HollyFrontier to Acquire Sonneborn,Business Wire
Nov-14-18,"Stock Market News For Nov 14, 2018",Zacks
Nov-14-18,"3 Stock Charts for Wednesday: Home Depot, PPL and HollyFrontier",InvestorPlace
Nov-14-18,"HollyFrontier (HFC) to Buy Sonneborn, Rev Up Lubricants Unit",Zacks
Nov-21-18,"Oil & Gas Stock Roundup: Cimarex's Acquisition, Helmerich & Payne's Q4 & More",Zacks
Nov-21-18,Should You Be Holding HollyFrontier Corporation (NYSE:HFC)?,Simply Wall St.
Nov-30-18,Why Is HollyFrontier (HFC) Down 8.3% Since Last Earnings Report?,Zacks
Dec-03-18,"Canada's Unprecedented Oil Cut Plan Boosts Crude, Stocks",Bloomberg
Dec-10-18,"3 Big Stock Charts for Monday: Intuit, PPL and HollyFrontier",InvestorPlace
Dec-12-18,Should You Buy HollyFrontier Corporation (HFC)?,Insider Monkey
Dec-13-18,Identifying Mispricing Opportunities For HollyFrontier Corporation (NYSE:HFC) Based On Two Models,Simply Wall St.
Dec-20-18,HollyFrontier Corporation Fourth Quarter 2018 Earnings Release and Conference Webcast,Business Wire
Jan-07-19,Top 5 Energy Stocks of 2018 by Performance,Investopedia
Jan-22-19,Find out how much DFW's largest companies pay their median employee,American City Business Journals
Jan-25-19,Has HollyFrontier Corporation (NYSE:HFC) Got Enough Cash?,Simply Wall St.
Jan-28-19,"Report: Exploring Fundamental Drivers Behind Lattice Semiconductor, Baker Hughes, a GE company, Steel Dynamics, HollyFrontier, Omnicom Group, and Ultra Clean  New Horizons, Emerging Trends, and Upcoming Developments",GlobeNewswire
Jan-28-19,2019 Predictions from CFRA Research's The Outlook,MoneyShow
Feb-01-19,HollyFrontier Closes Acquisition of Sonneborn,Business Wire
Feb-05-19,Murphy USA's (MUSA) Q4 Earnings Beat on High Retail Margins,Zacks
Feb-11-19,6 Cheap Stocks With Low Price-Earnings Ratios,GuruFocus.com
Feb-13-19,HollyFrontier Corporation Announces Regular Cash Dividend,Business Wire
Feb-13-19,HollyFrontier (HFC) Reports Next Week: Wall Street Expects Earnings Growth,Zacks
Feb-15-19,Will Low Refining Margin Ail HollyFrontier (HFC) Q4 Earnings?,Zacks
Feb-20-19,HollyFrontier Corp (HFC) Q4 2018 Earnings Conference Call Transcript,Motley Fool
Feb-20-19,"HollyFrontier profit beats, shares slip on weak lubricant sales",Reuters
Feb-20-19,"HollyFrontier (HFC) Tops Q4 Earnings, Lags Sales Estimates",Zacks
