date,action,name,rate,target
Jan-15-19,Downgrade,SunTrust,Buy to Hold,
Apr-17-19,Upgrade,Stifel,Hold to Buy,
Jun-13-19,Reiterated,BTIG Research,Buy,$26 to $30
