date,title,source
Oct-18-18,"Huaneng Power International, Inc. Power Generation within China Increases by 11.04% for the First Three Quarters",PR Newswire
Oct-23-18,"Huaneng Power International, Inc. 2018 Nine Months Net Profit Attributable to Shareholders Decreased by 29.33%",PR Newswire
Nov-20-18,New Strong Sell Stocks for November 20th,Zacks
Jan-17-19,HNP vs. SO: Which Stock Is the Better Value Option?,Zacks
Jan-18-19,BRIEF-Huaneng Power International's 2018 Power Generation Up 9.12 Pct Y/Y,Reuters
Jan-25-19,BRIEF-Huaneng Power International's Chairman Cao Peixi Retires,Reuters
Jan-30-19,BRIEF-Huaneng Power International's Board Elects Shu Yinbiao As Chairman,Reuters
Feb-05-19,HNP or SO: Which Is the Better Value Stock Right Now?,Zacks
Feb-05-19,Why Huaneng Power (HNP) Could Be a Top Value Stock Pick,Zacks
Feb-14-19,Is Huaneng Power (HNP) a Great Value Stock Right Now?,Zacks
Mar-11-19,Fretting About Wall Street Losses? 4 Safe Value Bets,Zacks
Mar-12-19,"The Zacks Analyst Blog Highlights: Anthem, Huaneng Power International, Ares Management and Meritor",Zacks
Mar-19-19,"Huaneng Power International, Inc.: RMB 0.734 Billion Net Profit Attributed to Equity Holders of the Company in 2018",PR Newswire
Mar-19-19,BRIEF-Huaneng Power International Says 2018 Net Profit Down 17.4 Percent Y/Y,Reuters
Apr-16-19,"Huaneng Power International, Inc. Power Generation Within China for the First Quarter of 2019 Decreases by 0.45% Year on Year",PR Newswire
