date,action,name,rate,target
Jan-24-19,Downgrade,Piper Jaffray,Overweight to Neutral,
May-06-19,Upgrade,Goldman,Neutral to Buy,$107 to $134
Jun-12-19,Initiated,Evercore ISI,Outperform,
