date,title,source
Oct-17-18,Penske Automotive Increases Dividend,PR Newswire
Oct-18-18,G.research 42nd Annual Automotive Aftermarket Symposium,Business Wire
Oct-24-18,Q3 Earnings Preview For Penske Automotive Group,Benzinga
Oct-25-18,Penske Automotive (PAG) Q3 Earnings Surpass Estimates,Zacks
Oct-25-18,Penske: 3Q Earnings Snapshot,Associated Press
Oct-25-18,Why We Think Penske Automotive Group Inc (NYSE:PAG) Could Be Worth Looking At,Simply Wall St.
Oct-25-18,Penske Automotive Reports Record Third Quarter 2018 Results,PR Newswire
Oct-26-18,"Penske Automotive (PAG) Q3 Earnings Beat, Revenues Lag Estimates",Zacks
Oct-26-18,Penske Automotive Group Inc (PAG) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Oct-29-18,Penske Automotive Group Inc. Grows Despite New-Vehicle Sales Challenges,Motley Fool
Oct-29-18,Edited Transcript of PAG earnings conference call or presentation 25-Oct-18 6:00pm GMT,Thomson Reuters StreetEvents
Oct-31-18,Edited Transcript of PAG earnings conference call or presentation 25-Oct-18 6:00pm GMT,Thomson Reuters StreetEvents
Oct-31-18,"New Research: Key Drivers of Growth for Penske Automotive Group, EMCOR Group, Mueller Industries, PS Business Parks, Anheuser-Busch InBev SA/NV, and Kilroy Realty  Factors of Influence, Major Initiatives and Sustained Production",GlobeNewswire
